#NET=AH,STA=ANQ,MINCC=0.80,XYFILE=AH.ANQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|GZE|67|1.80|6.46|0.66|5.20|2011-02-02T00:38:00Z|2011-07-30T18:53:00Z
XZ|GZE|93|6.98|8.70|8.68|9.95|2011-07-31T23:38:00Z|2013-04-06T04:42:00Z
XZ|GZE||||||2013-04-06T04:42:00Z|NULL
#NET=XZ,STA=LIZ,MINCC=0.80,XYFILE=XZ.LIZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|LIZ|146|3.39|7.74|4.02|3.95|2007-09-12T11:10:00Z|2009-05-21T05:53:00Z
XZ|LIZ|1|0.35|NA|0.35|0.00|2009-06-02T02:17:00Z|2009-06-02T02:17:00Z
XZ|LIZ|89|3.71|6.68|3.04|3.99|2009-06-05T03:30:00Z|2010-06-24T05:32:00Z
XZ|LIZ|1|2.05|NA|2.05|0.00|2010-06-26T05:30:00Z|2010-06-26T05:30:00Z
XZ|LIZ|310|3.18|4.61|3.16|3.28|2010-06-26T09:50:00Z|2013-09-04T00:18:00Z
XZ|LIZ||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=LKZ,MINCC=0.80,XYFILE=XZ.LKZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|LKZ|351|3.18|5.73|3.56|4.14|2007-09-12T11:10:00Z|2011-07-26T14:26:00Z
XZ|LKZ|1|2.44|NA|2.44|0.00|2011-07-28T09:01:00Z|2011-07-28T09:01:00Z
XZ|LKZ|33|3.87|6.80|3.62|3.38|2011-07-29T14:53:00Z|2011-11-09T21:52:00Z
XZ|LKZ|1|1.88|NA|1.88|0.00|2011-11-14T04:05:00Z|2011-11-14T04:05:00Z
XZ|LKZ|145|3.51|5.29|3.91|3.50|2011-11-23T19:24:00Z|2013-09-04T00:18:00Z
XZ|LKZ||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=LSA,MINCC=0.80,XYFILE=XZ.LSA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|LSA|16|-12.54|16.57|-9.09|4.20|2010-12-13T01:14:00Z|2011-02-07T19:53:00Z
XZ|LSA|2|-35.09|29.63|-35.09|31.06|2011-02-10T14:39:00Z|2011-02-15T13:33:00Z
XZ|LSA|328|-8.64|8.06|-8.55|4.40|2011-02-20T21:43:00Z|2013-09-04T00:18:00Z
XZ|LSA||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=MZG,MINCC=0.80,XYFILE=XZ.MZG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|MZG|140|-3.76|8.38|-3.32|6.40|2007-11-20T12:52:00Z|2009-06-03T18:54:00Z
XZ|MZG|1|-4.20|NA|-4.20|0.00|2009-06-05T03:30:00Z|2009-06-05T03:30:00Z
XZ|MZG|447|-3.41|6.09|-2.88|4.80|2009-06-28T14:19:00Z|2013-06-15T16:11:00Z
XZ|MZG||||||2013-06-15T16:11:00Z|NULL
#NET=XZ,STA=NAQ,MINCC=0.80,XYFILE=XZ.NAQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|NAQ|18|3.72|6.00|3.70|4.24|2009-05-21T05:53:00Z|2009-08-20T06:35:00Z
XZ|NAQ|2|11.38|15.35|11.38|16.09|2009-08-27T20:10:00Z|2009-09-02T07:55:00Z
XZ|NAQ|35|2.84|6.10|2.25|3.57|2009-09-03T13:26:00Z|2010-03-02T02:51:00Z
XZ|NAQ|1|-0.18|NA|-0.18|0.00|2010-03-04T14:02:00Z|2010-03-04T14:02:00Z
XZ|NAQ|320|2.38|4.43|2.98|3.64|2010-03-05T16:07:00Z|2013-09-04T00:18:00Z
XZ|NAQ||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=NMA,MINCC=0.80,XYFILE=XZ.NMA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|NMA|45|-8.16|8.05|-6.27|7.43|2010-06-13T03:32:00Z|2011-03-11T15:13:00Z
XZ|NMA|1|-12.66|NA|-12.66|0.00|2011-03-11T17:17:00Z|2011-03-11T17:17:00Z
XZ|NMA|79|-10.96|7.10|-12.52|4.39|2011-03-12T01:47:00Z|2011-10-13T03:16:00Z
XZ|NMA|15|-5.71|6.03|-3.11|4.70|2011-10-14T03:35:00Z|2011-12-15T15:12:00Z
XZ|NMA||||||2011-12-15T15:12:00Z|NULL
#NET=XZ,STA=NMU,MINCC=0.80,XYFILE=XZ.NMU.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|NMU|542|7.94|8.62|7.16|10.26|2007-11-22T08:48:00Z|2013-09-04T00:18:00Z
XZ|NMU||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=PLA,MINCC=0.80,XYFILE=XZ.PLA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|PLA|10|-172.01|12.68|-170.62|6.28|2007-11-20T12:52:00Z|2007-12-01T01:44:00Z
XZ|PLA|1|-176.88|NA|-176.88|0.00|2007-12-06T21:43:00Z|2007-12-06T21:43:00Z
XZ|PLA|109|-174.36|18.68|-176.18|7.19|2007-12-10T12:10:00Z|2011-01-02T15:19:00Z
XZ|PLA|8|8.35|6.48|7.96|8.92|2011-01-05T00:57:00Z|2011-02-10T14:41:00Z
XZ|PLA|33|-2.21|5.29|-0.89|4.69|2011-02-20T21:43:00Z|2011-06-26T12:16:00Z
XZ|PLA|51|2.92|5.89|1.84|4.97|2011-07-06T15:14:00Z|2012-11-16T18:12:00Z
XZ|PLA||||||2012-11-16T18:12:00Z|NULL
#NET=XZ,STA=RKZ,MINCC=0.80,XYFILE=XZ.RKZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|RKZ|35|9.97|13.60|9.34|7.72|2007-08-20T21:30:00Z|2008-04-20T13:01:00Z
XZ|RKZ|1|-0.96|NA|-0.96|0.00|2008-04-29T05:26:00Z|2008-04-29T05:26:00Z
XZ|RKZ|246|4.90|11.73|2.60|8.02|2008-04-29T19:10:00Z|2011-11-28T09:13:00Z
XZ|RKZ|1|21.03|NA|21.03|0.00|2011-11-28T12:26:00Z|2011-11-28T12:26:00Z
XZ|RKZ|165|9.22|13.54|6.36|13.74|2011-11-30T00:27:00Z|2013-09-04T00:18:00Z
XZ|RKZ||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=SNA,MINCC=0.80,XYFILE=XZ.SNA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|SNA|109|-178.47|8.99|-178.00|7.06|2007-11-20T12:52:00Z|2009-01-15T17:49:00Z
XZ|SNA|1|-182.72|NA|-182.72|0.00|2009-01-22T20:16:00Z|2009-01-22T20:16:00Z
XZ|SNA|13|-182.10|15.79|-186.07|16.19|2009-01-31T21:51:00Z|2009-04-05T09:36:00Z
XZ|SNA|1|-173.68|NA|-173.68|0.00|2009-04-05T12:56:00Z|2009-04-05T12:56:00Z
XZ|SNA|438|-177.04|6.70|-177.20|5.54|2009-04-06T01:32:00Z|2013-09-04T00:18:00Z
XZ|SNA||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=SQHE,MINCC=0.80,XYFILE=XZ.SQHE.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|SQHE|8|-31.02|12.79|-31.18|18.35|2007-11-10T23:19:00Z|2007-12-15T08:03:00Z
XZ|SQHE|476|-13.73|8.26|-14.65|6.15|2007-12-15T09:39:00Z|2013-04-18T14:08:00Z
XZ|SQHE|1|-22.89|NA|-22.89|0.00|2013-04-19T17:51:00Z|2013-04-19T17:51:00Z
XZ|SQHE|12|-10.93|5.79|-8.29|3.88|2013-04-19T19:58:00Z|2013-09-04T00:18:00Z
XZ|SQHE||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=SUH,MINCC=0.80,XYFILE=XZ.SUH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|SUH|7|19.31|27.88|8.59|31.33|2009-07-06T22:35:00Z|2009-08-16T12:49:00Z
XZ|SUH|2|27.60|50.36|27.60|52.80|2009-09-02T07:55:00Z|2009-09-03T13:26:00Z
XZ|SUH|89|8.78|18.83|8.50|9.16|2009-09-07T22:41:00Z|2010-10-16T15:44:00Z
XZ|SUH|3|54.52|28.59|70.59|1.29|2010-10-25T14:42:00Z|2010-10-31T16:38:00Z
XZ|SUH|118|2.50|9.69|1.44|6.34|2010-12-23T14:00:00Z|2013-09-04T00:18:00Z
XZ|SUH||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=BAS,MINCC=0.80,XYFILE=YN.BAS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|BAS|43|-117.04|22.11|-118.72|18.10|2008-07-19T09:27:00Z|2009-09-02T07:55:00Z
YN|BAS|2|-72.85|56.34|-72.85|59.07|2009-09-07T16:12:00Z|2009-09-07T22:41:00Z
YN|BAS|39|-109.82|32.36|-118.13|27.90|2009-09-18T11:53:00Z|2010-07-02T06:04:00Z
YN|BAS|38|-130.70|25.64|-127.11|23.86|2010-07-07T06:50:00Z|2011-01-18T20:23:00Z
YN|BAS||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=CZS,MINCC=0.80,XYFILE=YN.CZS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|CZS|64|-3.32|3.83|-3.08|2.54|2009-10-04T10:58:00Z|2010-12-15T11:29:00Z
YN|CZS|1|-2.74|NA|-2.74|0.00|2010-12-21T17:19:00Z|2010-12-21T17:19:00Z
YN|CZS|140|-4.34|4.62|-4.08|3.53|2010-12-22T21:49:00Z|2012-08-14T02:59:00Z
YN|CZS||||||2012-08-14T02:59:00Z|NULL
#NET=YN,STA=CAY,MINCC=0.80,XYFILE=YN.CAY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|CAY|157|3.81|5.51|3.25|2.37|2007-08-01T17:08:00Z|2010-03-08T07:47:00Z
YN|CAY|1|5.13|NA|5.13|0.00|2010-03-13T02:53:00Z|2010-03-13T02:53:00Z
YN|CAY|32|4.07|8.95|3.42|2.88|2010-03-14T00:57:00Z|2010-09-07T00:57:00Z
YN|CAY|1|3.87|NA|3.87|0.00|2010-10-08T03:26:00Z|2010-10-08T03:26:00Z
YN|CAY|16|4.42|4.32|4.25|2.92|2010-10-14T13:58:00Z|2011-01-18T20:23:00Z
YN|CAY||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=CUX,MINCC=0.80,XYFILE=YN.CUX.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|CUX|269|-6.91|5.25|-6.04|4.34|2007-08-01T17:08:00Z|2011-01-18T20:23:00Z
YN|CUX||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=DAY,MINCC=0.80,XYFILE=YN.DAY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|DAY|91|2.45|9.62|4.02|6.73|2007-08-02T02:37:00Z|2010-01-04T11:28:00Z
YN|DAY|1|-2.40|NA|-2.40|0.00|2010-01-18T01:02:00Z|2010-01-18T01:02:00Z
YN|DAY|36|1.83|8.49|1.56|5.96|2010-02-01T22:28:00Z|2010-08-15T15:09:00Z
YN|DAY|2|-13.54|43.18|-13.54|45.27|2010-08-18T16:28:00Z|2010-09-08T17:39:00Z
YN|DAY|20|4.10|5.93|6.06|4.96|2010-09-13T05:47:00Z|2011-01-18T20:23:00Z
YN|DAY||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=DOC,MINCC=0.80,XYFILE=YN.DOC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|DOC|218|-6.09|13.11|-8.08|16.49|2007-08-02T02:37:00Z|2011-01-18T20:23:00Z
YN|DOC||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=EYA,MINCC=0.80,XYFILE=YN.EYA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|EYA|87|-6.67|9.57|-5.77|5.06|2007-08-02T02:37:00Z|2008-09-08T18:52:00Z
YN|EYA|2|-23.24|24.27|-23.24|25.44|2008-10-20T04:54:00Z|2008-10-23T10:04:00Z
YN|EYA|8|10.22|29.06|1.95|28.17|2008-10-28T16:00:00Z|2008-12-20T10:29:00Z
YN|EYA|1|-13.17|NA|-13.17|0.00|2008-12-25T03:20:00Z|2008-12-25T03:20:00Z
YN|EYA|13|3.05|18.10|0.69|9.16|2008-12-30T19:49:00Z|2009-03-30T07:13:00Z
YN|EYA|330|-2.66|6.88|-2.25|4.26|2009-04-04T05:31:00Z|2013-09-04T00:18:00Z
YN|EYA||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=FUN,MINCC=0.80,XYFILE=YN.FUN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|FUN|182|3.82|5.69|4.27|4.42|2007-08-01T17:08:00Z|2010-03-13T02:53:00Z
YN|FUN|2|6.43|55.85|6.43|58.55|2010-03-14T00:57:00Z|2010-03-14T08:08:00Z
YN|FUN|1|23.94|NA|23.94|0.00|2010-03-20T14:00:00Z|2010-03-20T14:00:00Z
YN|FUN|195|3.31|5.43|3.41|3.66|2010-04-11T02:19:00Z|2011-11-11T15:02:00Z
YN|FUN|1|4.08|NA|4.08|0.00|2011-11-14T04:05:00Z|2011-11-14T04:05:00Z
YN|FUN|122|3.20|5.04|2.89|4.28|2011-11-15T07:56:00Z|2013-09-04T00:18:00Z
YN|FUN||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=GEJ,MINCC=0.80,XYFILE=YN.GEJ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|GEJ|159|3.44|5.43|3.99|4.36|2007-08-01T17:08:00Z|2009-12-24T00:23:00Z
YN|GEJ|54|9.99|4.12|9.98|2.35|2009-12-26T08:57:00Z|2010-10-08T05:43:00Z
YN|GEJ|192|0.97|5.20|1.75|2.94|2010-11-10T04:05:00Z|2013-02-23T14:31:00Z
YN|GEJ|1|4.27|NA|4.27|0.00|2013-02-28T14:05:00Z|2013-02-28T14:05:00Z
YN|GEJ|32|1.75|3.68|2.29|3.37|2013-03-01T12:53:00Z|2013-09-04T00:18:00Z
YN|GEJ||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=GYA,MINCC=0.80,XYFILE=YN.GYA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|GYA|84|3.29|3.82|3.19|2.96|2008-12-03T23:16:00Z|2010-05-03T10:27:00Z
YN|GYA|213|-0.31|4.64|-0.34|3.25|2010-05-05T16:29:00Z|2012-05-22T00:00:00Z
YN|GYA|7|6.74|7.28|3.67|5.47|2012-05-23T15:02:00Z|2012-06-10T12:44:00Z
YN|GYA|89|-0.15|4.54|-0.15|3.28|2012-06-17T20:32:00Z|2013-09-01T11:52:00Z
YN|GYA||||||2013-09-01T11:52:00Z|NULL
#NET=YN,STA=GOS,MINCC=0.80,XYFILE=YN.GOS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|GOS|15|-4.27|9.43|-6.77|8.11|2007-08-08T17:04:00Z|2007-10-02T18:00:00Z
YN|GOS|2|4.33|16.07|4.33|16.85|2007-10-24T21:02:00Z|2007-12-15T08:03:00Z
YN|GOS|216|-0.71|5.78|-1.19|5.21|2007-12-15T09:39:00Z|2011-01-18T20:23:00Z
YN|GOS||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=HLT,MINCC=0.80,XYFILE=YN.HLT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|HLT|163|1.35|9.25|1.69|8.41|2007-08-01T17:08:00Z|2011-06-13T14:31:00Z
YN|HLT|1|1.05|NA|1.05|0.00|2011-06-18T11:31:00Z|2011-06-18T11:31:00Z
YN|HLT|21|5.27|10.76|4.08|5.89|2011-06-22T21:50:00Z|2011-08-10T00:53:00Z
YN|HLT|104|-0.87|6.51|0.26|6.65|2011-08-11T18:22:00Z|2012-12-21T22:28:00Z
YN|HLT|50|4.34|6.94|4.39|5.09|2013-01-05T08:58:00Z|2013-09-04T00:18:00Z
YN|HLT||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=HEQ,MINCC=0.80,XYFILE=YN.HEQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|HEQ|35|-10.60|17.82|-11.19|6.18|2007-08-02T02:37:00Z|2008-07-19T02:39:00Z
YN|HEQ|1|-67.88|NA|-67.88|0.00|2008-07-19T09:27:00Z|2008-07-19T09:27:00Z
YN|HEQ|1|-6.51|NA|-6.51|0.00|2008-07-21T11:30:00Z|2008-07-21T11:30:00Z
YN|HEQ|4|-25.73|23.86|-14.60|2.98|2008-07-24T01:43:00Z|2008-08-30T06:54:00Z
YN|HEQ|1|27.55|NA|27.55|0.00|2008-09-08T03:03:00Z|2008-09-08T03:03:00Z
YN|HEQ|38|-4.69|10.03|-5.19|5.20|2008-09-09T12:22:00Z|2011-01-18T20:23:00Z
YN|HEQ||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=HUP,MINCC=0.80,XYFILE=YN.HUP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|HUP|194|-2.78|8.54|-1.08|8.95|2007-08-15T20:22:00Z|2011-01-18T20:23:00Z
YN|HUP||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=JIG,MINCC=0.80,XYFILE=YN.JIG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|JIG|271|2.37|5.97|1.98|4.76|2007-08-02T02:37:00Z|2011-01-18T20:23:00Z
YN|JIG||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=JIH,MINCC=0.80,XYFILE=YN.JIH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|JIH|11|-1.98|9.83|-1.11|2.21|2007-08-01T17:08:00Z|2007-09-30T15:02:00Z
YN|JIH|1|9.88|NA|9.88|0.00|2007-10-13T17:45:00Z|2007-10-13T17:45:00Z
YN|JIH|26|1.89|5.64|2.04|5.32|2007-10-16T21:05:00Z|2008-02-14T10:09:00Z
YN|JIH|3|13.92|12.63|18.37|7.95|2008-02-14T12:08:00Z|2008-02-27T06:54:00Z
YN|JIH|198|0.17|5.19|0.02|4.37|2008-03-03T09:31:00Z|2011-01-18T20:23:00Z
YN|JIH||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=JIP,MINCC=0.80,XYFILE=YN.JIP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|JIP|22|-1.81|6.62|-1.74|6.48|2007-08-01T17:08:00Z|2007-11-12T00:25:00Z
YN|JIP|5|-10.30|5.24|-11.19|4.94|2007-11-19T00:52:00Z|2007-12-10T12:10:00Z
YN|JIP|85|0.77|8.17|0.74|4.66|2007-12-15T08:03:00Z|2008-11-01T01:34:00Z
YN|JIP|1|11.32|NA|11.32|0.00|2008-11-02T13:48:00Z|2008-11-02T13:48:00Z
YN|JIP|141|-1.28|5.09|-1.18|4.26|2008-11-07T07:19:00Z|2011-01-18T20:23:00Z
YN|JIP||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=JIS,MINCC=0.80,XYFILE=YN.JIS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|JIS|68|-2.76|3.99|-2.55|3.01|2007-08-02T02:37:00Z|2008-10-05T22:56:00Z
YN|JIS|65|-6.96|4.68|-7.36|3.88|2008-10-18T00:54:00Z|2010-06-30T04:31:00Z
YN|JIS|2|-21.69|41.87|-21.69|43.90|2010-07-01T16:57:00Z|2010-07-04T21:55:00Z
YN|JIS|1|-3.45|NA|-3.45|0.00|2010-07-10T11:43:00Z|2010-07-10T11:43:00Z
YN|JIS|41|-0.47|3.93|-0.29|3.20|2010-07-18T05:56:00Z|2011-01-18T20:23:00Z
YN|JIS||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=KMI,MINCC=0.80,XYFILE=YN.KMI.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|KMI|19|-3.20|37.39|22.28|50.78|2008-05-23T22:50:00Z|2008-07-28T21:40:00Z
YN|KMI|168|17.40|33.27|27.29|19.73|2008-08-04T20:45:00Z|2010-11-30T03:24:00Z
YN|KMI|260|5.10|6.64|5.98|5.91|2010-12-02T03:12:00Z|2013-09-04T00:18:00Z
YN|KMI||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=LAC,MINCC=0.80,XYFILE=YN.LAC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|LAC|302|0.05|5.68|-0.08|3.92|2007-08-02T02:37:00Z|2011-01-18T20:23:00Z
YN|LAC||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=LIC,MINCC=0.80,XYFILE=YN.LIC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|LIC|2|10.01|22.64|10.01|23.74|2007-09-26T12:36:00Z|2007-09-28T13:38:00Z
YN|LIC|3|-16.57|29.27|-1.30|4.74|2007-09-30T02:08:00Z|2007-10-31T13:44:00Z
YN|LIC|1|-4.24|NA|-4.24|0.00|2007-12-15T08:03:00Z|2007-12-15T08:03:00Z
YN|LIC|200|4.56|5.79|4.99|4.08|2007-12-15T09:39:00Z|2011-01-18T20:23:00Z
YN|LIC||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=LIJ,MINCC=0.80,XYFILE=YN.LIJ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|LIJ|138|-3.93|11.63|-3.23|8.24|2007-08-01T17:08:00Z|2009-04-07T04:23:00Z
YN|LIJ|1|8.37|NA|8.37|0.00|2009-04-15T17:47:00Z|2009-04-15T17:47:00Z
YN|LIJ|142|-3.44|8.34|-2.77|6.33|2009-04-15T20:01:00Z|2011-01-18T20:23:00Z
YN|LIJ||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=LOP,MINCC=0.80,XYFILE=YN.LOP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|LOP|187|1.38|3.96|1.28|3.59|2007-08-02T02:37:00Z|2011-01-18T20:23:00Z
YN|LOP||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=LUQ,MINCC=0.80,XYFILE=YN.LUQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|LUQ|19|10.08|5.63|10.54|5.01|2007-10-25T13:50:00Z|2008-02-14T10:09:00Z
YN|LUQ|85|15.50|7.61|15.02|3.78|2008-02-21T02:46:00Z|2009-03-20T12:26:00Z
YN|LUQ|1|14.98|NA|14.98|0.00|2009-03-28T17:59:00Z|2009-03-28T17:59:00Z
YN|LUQ|114|15.31|8.59|15.75|4.15|2009-03-30T12:07:00Z|2010-11-01T05:16:00Z
YN|LUQ|1|20.72|NA|20.72|0.00|2010-11-07T19:26:00Z|2010-11-07T19:26:00Z
YN|LUQ|21|12.91|6.83|14.61|4.00|2010-11-10T04:05:00Z|2011-01-18T20:23:00Z
YN|LUQ||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=LUS,MINCC=0.80,XYFILE=YN.LUS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|LUS|6|12.37|21.19|4.53|8.83|2007-08-01T17:08:00Z|2007-09-15T02:21:00Z
YN|LUS|1|1.75|NA|1.75|0.00|2007-09-27T21:05:00Z|2007-09-27T21:05:00Z
YN|LUS|164|1.85|4.68|2.00|3.77|2007-09-28T11:16:00Z|2009-09-18T11:53:00Z
YN|LUS|103|-3.61|4.38|-3.78|3.63|2009-09-18T18:34:00Z|2010-11-16T01:39:00Z
YN|LUS|2|-16.96|13.74|-16.96|14.40|2010-11-26T12:33:00Z|2010-11-26T17:36:00Z
YN|LUS|19|-1.98|3.21|-2.00|1.81|2010-11-30T03:24:00Z|2011-01-18T20:23:00Z
YN|LUS||||||2011-01-18T20:23:00Z|NULL
#NET=YN,STA=MEL,MINCC=0.80,XYFILE=YN.MEL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|MEL|352|-1.78|7.34|-2.01|4.30|2007-08-01T17:08:00Z|2011-07-31T23:38:00Z
YN|MEL|1|-3.34|NA|-3.34|0.00|2011-08-16T11:03:00Z|2011-08-16T11:03:00Z
YN|MEL|110|-1.56|9.22|-2.78|3.60|2011-08-17T11:44:00Z|2013-05-19T18:44:00Z
YN|MEL|3|-35.61|27.33|-49.33|5.97|2013-05-21T01:55:00Z|2013-05-24T14:56:00Z
YN|MEL|10|-0.10|5.08|0.43|6.39|2013-06-05T04:47:00Z|2013-09-04T00:18:00Z
YN|MEL||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=MIZ,MINCC=0.80,XYFILE=YN.MIZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|MIZ|89|0.90|5.21|0.80|5.07|2009-10-04T10:58:00Z|2013-09-04T00:18:00Z
YN|MIZ||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=MLA,MINCC=0.80,XYFILE=YN.MLA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|MLA|347|4.38|6.04|4.28|3.69|2007-08-02T02:37:00Z|2012-08-10T18:37:00Z
YN|MLA|2|9.33|43.91|9.33|46.03|2012-08-14T02:59:00Z|2012-09-03T18:23:00Z
YN|MLA|1|10.05|NA|10.05|0.00|2012-09-05T13:09:00Z|2012-09-05T13:09:00Z
YN|MLA|34|4.41|8.73|3.79|5.57|2012-09-08T10:51:00Z|2013-06-13T16:47:00Z
YN|MLA|1|5.70|NA|5.70|0.00|2013-06-27T08:38:00Z|2013-06-27T08:38:00Z
YN|MLA|6|6.07|2.19|5.85|2.19|2013-07-04T17:16:00Z|2013-09-04T00:18:00Z
YN|MLA||||||2013-09-04T00:18:00Z|NULL
#NET=YN,STA=MLP,MINCC=0.80,XYFILE=YN.MLP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
YN|MLP|68|-3.43|8.00|-1.83|7.09|2007-08-02T02:37:00Z|2008-08-04T20:45:00Z
YN|MLP|85|-12.69|8.01|-13.26|7.80|2008-08-19T16:30:00Z|2010-09-05T17:34:00Z
